Date,Start_Hour,End_Hour,Day_of_Year,Production,Temperature_C,Humidity_Percent,Precipitation_mm,WindSpeed_kmh,Source_Wind,Season_Spring,Season_Summer,Season_Winter,Day_Name_Monday,Day_Name_Saturday,Day_Name_Sunday,Day_Name_Thursday,Day_Name_Tuesday,Day_Name_Wednesday,Month_Name_August,Month_Name_December,Month_Name_February,Month_Name_January,Month_Name_July,Month_Name_June,Month_Name_March,Month_Name_May,Month_Name_November,Month_Name_October,Month_Name_September,Rainfall_Flag_Yes
2025-11-27,17,18,331,8280,14.6,65,0.0,6.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,9,10,331,9961,12.4,62,0.0,2.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,18,19,331,8766,13.2,73,0.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,15,16,331,9902,18.7,45,0.0,6.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,12,13,331,12336,18.2,47,0.0,4.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,2,3,331,5985,9.2,74,0.0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,10,11,331,11356,14.8,54,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,8,9,331,8567,9.6,67,0.0,3.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,20,21,331,9468,11.3,80,0.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,19,20,331,9219,12.2,78,0.0,6.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-27,0,1,331,4735,10.1,75,0.0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,8,9,330,5452,10.1,68,0.0,3.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,12,13,330,7050,17.8,48,0.0,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,13,14,330,6697,18.5,44,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,18,19,330,2868,14.6,61,0.0,3.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,23,0,330,4192,11.5,71,0.0,5.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,7,8,330,5783,8.6,70,0.0,3.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,4,5,330,6586,9.3,58,0.0,5.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,11,12,330,6772,16.7,50,0.0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,5,6,330,6599,8.8,62,0.0,3.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,15,16,330,4255,19.1,40,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,1,2,330,7770,9.2,72,0.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,16,17,330,2902,18.2,53,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,6,7,330,6170,9.1,65,0.0,3.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,17,18,330,2667,16.0,54,0.0,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,9,10,330,5852,12.7,62,0.0,4.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,21,22,330,3329,11.9,76,0.0,4.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,10,11,330,6397,15.2,54,0.0,4.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,19,20,330,2931,13.1,72,0.0,3.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,20,21,330,2920,12.5,76,0.0,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,22,23,330,3631,11.4,75,0.0,3.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,3,4,330,6726,9.1,63,0.0,5.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,2,3,330,7217,9.1,68,0.0,4.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,14,15,330,5715,19.0,41,0.0,1.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-26,0,1,330,8185,9.8,73,0.0,3.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,20,21,329,10545,11.0,82,0.0,6.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,4,5,329,11532,8.7,72,0.0,4.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,21,22,329,10266,10.8,79,0.0,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,18,19,329,11000,13.1,73,0.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,17,18,329,10755,14.6,65,0.0,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,9,10,329,12832,13.1,63,0.0,2.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,7,8,329,12546,8.3,69,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,6,7,329,12539,8.4,70,0.0,2.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,0,1,329,9734,10.3,75,0.0,6.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,1,2,329,9886,9.8,72,0.0,6.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,2,3,329,10314,9.3,73,0.0,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,5,6,329,11849,8.7,69,0.0,4.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,16,17,329,11004,17.4,52,0.0,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,3,4,329,10849,9.0,73,0.0,4.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,8,9,329,12389,10.3,65,0.0,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,10,11,329,13308,15.6,53,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,14,15,329,13893,19.2,44,0.0,10.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,19,20,329,10785,11.8,80,0.0,6.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,22,23,329,9606,10.5,75,0.0,5.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,13,14,329,14978,19.2,44,0.0,9.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,15,16,329,12616,18.8,44,0.0,9.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,11,12,329,14207,17.5,49,0.0,5.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,23,0,329,8990,10.8,71,0.0,5.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-25,12,13,329,14936,18.8,45,0.0,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,18,19,328,11448,14.0,70,0.0,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,3,4,328,6430,9.6,75,0.0,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,23,0,328,9859,10.8,75,0.0,8.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,7,8,328,8309,9.4,69,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,2,3,328,6758,9.9,73,0.0,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,5,6,328,6784,9.5,73,0.0,2.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,6,7,328,7424,9.6,70,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,9,10,328,9456,13.3,60,0.0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,13,14,328,13750,19.5,43,0.0,4.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,11,12,328,12322,17.3,52,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,10,11,328,10844,15.6,55,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,8,9,328,8630,10.9,68,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,12,13,328,13412,18.7,48,0.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,19,20,328,11252,12.7,75,0.0,6.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,17,18,328,11121,15.3,62,0.0,4.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,15,16,328,12164,19.4,40,0.0,4.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,20,21,328,10491,11.8,73,0.0,6.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,21,22,328,10071,11.4,71,0.0,7.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,0,1,328,6397,11.2,69,0.0,3.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,1,2,328,6820,10.3,73,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,4,5,328,6358,9.4,75,0.0,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,14,15,328,13184,19.7,40,0.0,4.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,16,17,328,11187,17.9,53,0.0,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-24,22,23,328,9801,11.4,71,0.0,7.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,3,4,327,9182,10.5,78,0.0,4.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,14,15,327,13992,20.2,38,0.0,5.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,2,3,327,9922,10.7,78,0.0,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,17,18,327,10653,15.9,63,0.0,3.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,13,14,327,15302,20.0,40,0.0,5.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,12,13,327,15669,19.4,46,0.0,4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,7,8,327,10785,11.2,59,0.0,2.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,0,1,327,9995,11.6,73,0.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,6,7,327,9347,11.7,59,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,8,9,327,11516,12.4,60,0.0,3.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,4,5,327,8518,10.3,77,0.0,3.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,5,6,327,8712,11.4,63,0.0,2.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,10,11,327,14522,16.9,53,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-11-23,23,0,327,6509,12.4,61,0.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
